step,time,environment,noise,atomic_frequency,true_detuning,excitation_probability_plus,excitation_probability_minus,measured_frequency,measured_offset,estimated_offset,servo_correction,corrected_offset,fractional_frequency
9420,9420.0,"{'time': 9420.0, 'dt': 1.0, 'elapsed_time': 9420.0, 'temperature': 300.1387473779362, 'magnetic': 4.960217069755228e-05, 'laser_power': 0.9985124001959811, 'pressure': 101323.98289206377, 'humidity': 45.00540793860473}","{'white': 0.00012217575642765085, 'random_walk': 2.1834760965911233e-05, 'flicker': -1.1181440116469025e-05, 'laser_phase': 9.324416667751936e-07, 'qpn': -2.863898191089451e-14, 'temperature': 2.7749475587245344e-06, 'zeeman': -1.9891465122386045e-09, 'blackbody': 1.4995115473524094e-06, 'aging': 4.710000000000001e-06, 'total': 0.00014274398887479395}",429228004229873.0,0.0005323738013405837,0.49983274984079334,0.5001672501592066,429228004229873.0,0.0008362507960331389,0.0007781853294379351,4.090926647189676e-05,0.0004914645348686869,1.9482670929953695e-18
9421,9421.0,"{'time': 9421.0, 'dt': 1.0, 'elapsed_time': 9421.0, 'temperature': 300.11731710796874, 'magnetic': 4.968422959120508e-05, 'laser_power': 0.9982240663180362, 'pressure': 101323.77681055544, 'humidity': 45.007408579460744}","{'white': -9.223957743758055e-05, 'random_walk': 2.253600111170485e-05, 'flicker': -1.3690434786281532e-05, 'laser_phase': -7.207289168634096e-07, 'qpn': 1.2652797768638621e-15, 'temperature': 2.3463421593748994e-06, 'zeeman': -1.578852043974625e-09, 'blackbody': 1.2677681782483102e-06, 'aging': 4.7105e-06, 'total': -7.579170854217615e-05}",429228004229873.0,0.00041567282632651076,0.49986941253173617,0.5001305874682638,429228004229873.0,0.0006529373413190209,0.0007007778157579032,3.703889078789516e-05,0.0003786339355386156,1.5211899850069904e-18
9422,9422.0,"{'time': 9422.0, 'dt': 1.0, 'elapsed_time': 9422.0, 'temperature': 300.12368890747683, 'magnetic': 4.965078095411309e-05, 'laser_power': 0.9971413923066753, 'pressure': 101323.71484294216, 'humidity': 45.08793313987883}","{'white': -2.8634209855538258e-05, 'random_walk': 2.210678361814647e-05, 'flicker': -2.40360982622446e-05, 'laser_phase': -2.7511969791101004e-07, 'qpn': 4.8403639204379007e-14, 'temperature': 2.4737781495366565e-06, 'zeeman': -1.7460952294345539e-09, 'blackbody': 1.336666570925331e-06, 'aging': 4.711e-06, 'total': -2.2318945523911207e-05}",429228004229873.0,0.00035631499001470443,0.49988806034543576,0.5001119396545642,429228004229873.0,0.0005596982728212074,0.0006135858631057251,3.267929315528626e-05,0.00032363569685941817,1.3039649494105727e-18
9423,9423.0,"{'time': 9423.0, 'dt': 1.0, 'elapsed_time': 9423.0, 'temperature': 300.1328600310308, 'magnetic': 4.962370739769255e-05, 'laser_power': 0.9975194126763617, 'pressure': 101324.05422660927, 'humidity': 45.04407143074031}","{'white': 6.296440487902794e-05, 'random_walk': 2.1731282340174975e-05, 'flicker': -1.9281588585819068e-05, 'laser_phase': 9.984761251002584e-07, 'qpn': -2.5261827804564318e-14, 'temperature': 2.6572006206163226e-06, 'zeeman': -1.881463011537264e-09, 'blackbody': 1.4358418131337167e-06, 'aging': 4.7115000000000005e-06, 'total': 7.521523570396077e-05}",429228004229873.0,0.0003988509325633789,0.49987469728534983,0.5001253027146503,429228004229873.0,0.0006265135732511085,0.0006215756273722789,3.3078781368613947e-05,0.000365772151194765,1.4596288384659524e-18
9424,9424.0,"{'time': 9424.0, 'dt': 1.0, 'elapsed_time': 9424.0, 'temperature': 300.1391465993983, 'magnetic': 4.965130362600839e-05, 'laser_power': 0.9974872771852782, 'pressure': 101324.86836058808, 'humidity': 44.93977346534918}","{'white': 0.00012571747444183393, 'random_walk': 2.189435684264113e-05, 'flicker': -1.891507829989197e-05, 'laser_phase': 2.5312591373018496e-06, 'qpn': -6.204992206579856e-14, 'temperature': 2.782931987966322e-06, 'zeeman': -1.7434818699580523e-09, 'blackbody': 1.5038291327450753e-06, 'aging': 4.712e-06, 'total': 0.00014022502969867644}",429228004229873.0,0.0005059971808934414,0.4998410363000547,0.5001589636999452,429228004229873.0,0.0007948184997261243,0.0007286456107956148,3.8432280539780744e-05,0.00046756490035366067,1.851739615993134e-18
9425,9425.0,"{'time': 9425.0, 'dt': 1.0, 'elapsed_time': 9425.0, 'temperature': 300.11482801931123, 'magnetic': 4.972592476363207e-05, 'laser_power': 0.9979499553004754, 'pressure': 101325.69438830805, 'humidity': 44.82817891587714}","{'white': -0.0001175809338473603, 'random_walk': 2.2535959306680422e-05, 'flicker': -1.3653150725292017e-05, 'laser_phase': 2.6209474700378414e-06, 'qpn': -6.767944809903436e-14, 'temperature': 2.2965603862246554e-06, 'zeeman': -1.3703761818396752e-09, 'blackbody': 1.2408548058631898e-06, 'aging': 4.7125e-06, 'total': -9.78286330477075e-05}",429228004229873.0,0.00036973626730595315,0.4998838439269314,0.5001161560730687,429228004229873.0,0.0005807803653432031,0.0006372598633511786,3.386299316755893e-05,0.0003358732741383942,1.3530812519682808e-18
9426,9426.0,"{'time': 9426.0, 'dt': 1.0, 'elapsed_time': 9426.0, 'temperature': 300.13518436445315, 'magnetic': 4.960961212064139e-05, 'laser_power': 0.9982619074420828, 'pressure': 101325.64799207369, 'humidity': 44.87411033704798}","{'white': 8.586991684801529e-05, 'random_walk': 2.1290610305863302e-05, 'flicker': -1.0193336586450503e-05, 'laser_phase': -1.0347766809651397e-07, 'qpn': 2.5496999693028447e-14, 'temperature': 2.703687289063055e-06, 'zeeman': -1.951939396793056e-09, 'blackbody': 1.4609782724529268e-06, 'aging': 4.7130000000000004e-06, 'total': 0.00010573942654694779}",429228004229873.0,0.00044161270068534197,0.49986126328015984,0.5001387367198401,429228004229873.0,0.0006936835992006618,0.0006721316498784052,3.560658249392026e-05,0.0004060061181914217,1.6161191543065294e-18
9427,9427.0,"{'time': 9427.0, 'dt': 1.0, 'elapsed_time': 9427.0, 'temperature': 300.1242548899888, 'magnetic': 4.972242534950215e-05, 'laser_power': 0.9979347699580332, 'pressure': 101325.59431015443, 'humidity': 44.88626738335263}","{'white': -2.3537421824644928e-05, 'random_walk': 2.2301626230663258e-05, 'flicker': -1.3314424047258992e-05, 'laser_phase': -1.2962239945996974e-07, 'qpn': 5.783551827368426e-15, 'temperature': 2.485097799775531e-06, 'zeeman': -1.3878732524892597e-09, 'blackbody': 1.342786763106346e-06, 'aging': 4.713500000000001e-06, 'total': -6.139845345287693e-06}",429228004229873.0,0.000399866272846134,0.4998743783068024,0.5001256216931975,429228004229873.0,0.0006281084659877367,0.0006449238259409852,3.4246191297049264e-05,0.00036562008154908475,1.463344562325792e-18
9428,9428.0,"{'time': 9428.0, 'dt': 1.0, 'elapsed_time': 9428.0, 'temperature': 300.1433869035159, 'magnetic': 4.98140474639015e-05, 'laser_power': 0.9981402114805404, 'pressure': 101325.90232707559, 'humidity': 44.942849784069686}","{'white': 0.00016767012611305102, 'random_walk': 2.3134574979507426e-05, 'flicker': -1.0961181438444266e-05, 'laser_phase': 1.0182832707135634e-06, 'qpn': 3.258464903046305e-14, 'temperature': 2.8677380703175005e-06, 'zeeman': -9.297626804924956e-10, 'blackbody': 1.5496891411958694e-06, 'aging': 4.714e-06, 'total': 0.00018999230040624526}",429228004229873.0,0.00055561238195533,0.4998254492258061,0.5001745507741938,429228004229873.0,0.0008727538709693561,0.0007857305374269375,4.1286526871346875e-05,0.0005143258550839832,2.033310646949198e-18
9429,9429.0,"{'time': 9429.0, 'dt': 1.0, 'elapsed_time': 9429.0, 'temperature': 300.1303765155007, 'magnetic': 4.971710170046871e-05, 'laser_power': 0.9985473884718347, 'pressure': 101325.87012334829, 'humidity': 44.926343328172145}","{'white': 3.745366532453411e-05, 'random_walk': 2.2109331584349958e-05, 'flicker': -6.723187641387929e-06, 'laser_phase': -4.506372197152042e-08, 'qpn': -1.0589676129687615e-14, 'temperature': 2.6075303100139994e-06, 'zeeman': -1.4144914976564613e-09, 'blackbody': 1.408984527306652e-06, 'aging': 4.7145e-06, 'total': 6.152434588075793e-05}",429228004229873.0,0.0005758502009647411,0.49981909132785524,0.5001809086721447,429228004229873.0,0.0009045433607236808,0.0008591609005236602,4.495804502618301e-05,0.0005308921559385581,2.1073726593087172e-18
9430,9430.0,"{'time': 9430.0, 'dt': 1.0, 'elapsed_time': 9430.0, 'temperature': 300.11879002676864, 'magnetic': 4.978352187360123e-05, 'laser_power': 0.9988760194609371, 'pressure': 101325.3749378596, 'humidity': 44.87251084012756}","{'white': -7.852379593614686e-05, 'random_walk': 2.268866382581579e-05, 'flicker': -3.4908647503079055e-06, 'laser_phase': -1.520830592648294e-06, 'qpn': -3.3183372888683524e-14, 'temperature': 2.3758005353727188e-06, 'zeeman': -1.0823906319938479e-09, 'blackbody': 1.2836944880764962e-06, 'aging': 4.715000000000001e-06, 'total': -5.2473414853653414e-05}",429228004229873.0,0.0004784187410849047,0.49984970032203024,0.5001502996779696,429228004229873.0,0.0007514983898485039,0.0007926218096122652,4.1631090480613265e-05,0.0004367876506042914,1.7508139786844827e-18
9431,9431.0,"{'time': 9431.0, 'dt': 1.0, 'elapsed_time': 9431.0, 'temperature': 300.1455698997287, 'magnetic': 4.9876078993305815e-05, 'laser_power': 0.9989755802944177, 'pressure': 101325.67056168847, 'humidity': 44.85167396380799}","{'white': 0.00018916236642186197, 'random_walk': 2.3549291584941973e-05, 'flicker': -2.7081602100033856e-06, 'laser_phase': 9.648691587037959e-07, 'qpn': -1.4031995710212849e-14, 'temperature': 2.9113979945736902e-06, 'zeeman': -6.196050334709375e-10, 'blackbody': 1.5732995794484138e-06, 'aging': 4.7155e-06, 'total': 0.00022016794491046103}",429228004229873.0,0.0006569555955147524,0.49979361131860045,0.5002063886813995,429228004229873.0,0.0010319434069977484,0.0009405306910384118,4.902653455192059e-05,0.0006079290609628318,2.40418471494952e-18
9432,9432.0,"{'time': 9432.0, 'dt': 1.0, 'elapsed_time': 9432.0, 'temperature': 300.1249409459677, 'magnetic': 4.98819434328515e-05, 'laser_power': 0.9995089526761249, 'pressure': 101324.95048729226, 'humidity': 44.8036275780499}","{'white': -1.7239731732488616e-05, 'random_walk': 2.357075967839057e-05, 'flicker': 2.3841697752783267e-06, 'laser_phase': -2.2493787081092514e-06, 'qpn': -3.060774388915937e-14, 'temperature': 2.4988189193538804e-06, 'zeeman': -5.902828357425106e-10, 'blackbody': 1.3502054034772874e-06, 'aging': 4.716e-06, 'total': 1.5030253022458711e-05}",429228004229873.0,0.0006229593139852905,0.49980429156456707,0.5001957084354328,429228004229873.0,0.0009785421771643654,0.0009640230814271462,5.020115407135731e-05,0.0005727581599139333,2.2797724461619873e-18
9433,9433.0,"{'time': 9433.0, 'dt': 1.0, 'elapsed_time': 9433.0, 'temperature': 300.1144287588631, 'magnetic': 4.9970796890575775e-05, 'laser_power': 0.9994830482105693, 'pressure': 101324.49328880366, 'humidity': 44.796478982687155}","{'white': -0.00012247415662471463, 'random_walk': 2.4423877285488757e-05, 'flicker': 1.6411844802576485e-06, 'laser_phase': -1.4584600655339348e-06, 'qpn': -6.645626281046156e-15, 'temperature': 2.2885751772616917e-06, 'zeeman': -1.4601554712113473e-10, 'blackbody': 1.2365378483434678e-06, 'aging': 4.7165000000000005e-06, 'total': -8.962608792108976e-05}",429228004229873.0,0.0004831320719928435,0.49984821958552234,0.5001517804144776,429228004229873.0,0.0007589020723881845,0.0008372513260343935,4.386256630171968e-05,0.0004392695056911238,1.7680628125599993e-18
9434,9434.0,"{'time': 9434.0, 'dt': 1.0, 'elapsed_time': 9434.0, 'temperature': 300.120369375397, 'magnetic': 4.9828219527666686e-05, 'laser_power': 1.0001390712774267, 'pressure': 101324.42875148614, 'humidity': 44.86472186189865}","{'white': -6.31805384318871e-05, 'random_walk': 2.2989342723570613e-05, 'flicker': 7.77882080608991e-06, 'laser_phase': -2.3768689859602315e-07, 'qpn': 3.850347531914028e-14, 'temperature': 2.4073875079398022e-06, 'zeeman': -8.589023616665801e-10, 'blackbody': 1.3007718580620766e-06, 'aging': 4.717e-06, 'total': -2.422576129867892e-05}",429228004229873.0,0.00041504374439244485,0.4998696101636477,0.5001303898363523,429228004229873.0,0.0006519491817613687,0.0007227283026854275,3.8136415134271375e-05,0.00037690732925817346,1.5188878063329192e-18
9435,9435.0,"{'time': 9435.0, 'dt': 1.0, 'elapsed_time': 9435.0, 'temperature': 300.11221089709755, 'magnetic': 4.988380050452326e-05, 'laser_power': 0.9994108653745558, 'pressure': 101325.66286733643, 'humidity': 44.78095452226063}","{'white': -0.0001448778618727248, 'random_walk': 2.3493618350436376e-05, 'flicker': -2.1158466451413976e-07, 'laser_phase': 3.891945948562259e-06, 'qpn': -5.1883741440029217e-14, 'temperature': 2.2442179419510924e-06, 'zeeman': -5.809974773837086e-10, 'blackbody': 1.2125577876280784e-06, 'aging': 4.7175e-06, 'total': -0.00010953018755802224}",429228004229873.0,0.00026737714170015124,0.4999160009939848,0.5000839990060151,429228004229873.0,0.0004199950300756705,0.0005356288506871101,2.8781442534355505e-05,0.00023859569916579574,9.784893481710999e-19
9436,9436.0,"{'time': 9436.0, 'dt': 1.0, 'elapsed_time': 9436.0, 'temperature': 300.1446700286692, 'magnetic': 4.988530406017899e-05, 'laser_power': 0.9993489506080463, 'pressure': 101325.94428043315, 'humidity': 44.738434267200105}","{'white': 0.00017960092009777583, 'random_walk': 2.3473794058350693e-05, 'flicker': -1.1041411758793518e-06, 'laser_phase': 9.379651531597601e-07, 'qpn': -2.8140698769189508e-14, 'temperature': 2.893400573384497e-06, 'zeeman': -5.734796991050463e-10, 'blackbody': 1.5635668615430833e-06, 'aging': 4.718e-06, 'total': 0.0002120829320604947}",429228004229873.0,0.00045067863122629046,0.4998584151341932,0.5001415848658067,429228004229873.0,0.0007079243290337989,0.0006421133124132853,3.4105665620664265e-05,0.0004165729656056262,1.6492966955964738e-18
9437,9437.0,"{'time': 9437.0, 'dt': 1.0, 'elapsed_time': 9437.0, 'temperature': 300.134572270059, 'magnetic': 4.997457883060762e-05, 'laser_power': 0.999387459051666, 'pressure': 101326.05042091807, 'humidity': 44.840147839626844}","{'white': 7.85108069506208e-05, 'random_walk': 2.4332132980690668e-05, 'flicker': -9.341673180701605e-07, 'laser_phase': 3.9797041617999353e-07, 'qpn': 5.788935466244233e-14, 'temperature': 2.6914454011796354e-06, 'zeeman': -1.2710584696192645e-10, 'blackbody': 1.4543587326942445e-06, 'aging': 4.718500000000001e-06, 'total': 0.00011117092011533755}",429228004229873.0,0.0005277438857209638,0.4998342043716025,0.5001657956283976,429228004229873.0,0.0008289781419877629,0.0007576021283922689,3.988010641961345e-05,0.00048786377930135034,1.9313235246034965e-18
9438,9438.0,"{'time': 9438.0, 'dt': 1.0, 'elapsed_time': 9438.0, 'temperature': 300.1332442189697, 'magnetic': 4.989712090046452e-05, 'laser_power': 0.9997933525909939, 'pressure': 101325.76044551918, 'humidity': 44.80676732251292}","{'white': 6.511777571390092e-05, 'random_walk': 2.3549927328441928e-05, 'flicker': 2.9119143328475906e-06, 'laser_phase': -8.561484895793137e-07, 'qpn': -2.1946536192833116e-14, 'temperature': 2.6648843793941527e-06, 'zeeman': -5.14395497677416e-10, 'blackbody': 1.439996565960884e-06, 'aging': 4.719e-06, 'total': 9.954683541352194e-05}",429228004229873.0,0.0005874106147148723,0.4998154595170068,0.5001845404829933,429228004229873.0,0.0009227024149663365,0.0008596397170473907,4.4981985852369536e-05,0.0005424286288625028,2.1496789721860353e-18
9439,9439.0,"{'time': 9439.0, 'dt': 1.0, 'elapsed_time': 9439.0, 'temperature': 300.1318701704269, 'magnetic': 4.979927125964527e-05, 'laser_power': 0.9998268821231604, 'pressure': 101326.08211275327, 'humidity': 44.90611749847007}","{'white': 5.126477664495521e-05, 'random_walk': 2.2540567190388773e-05, 'flicker': 2.8526945167247034e-06, 'laser_phase': 1.0723100720336698e-06, 'qpn': 5.72913134444427e-14, 'temperature': 2.6374034085381484e-06, 'zeeman': -1.0036437017736707e-09, 'blackbody': 1.4251371618832588e-06, 'aging': 4.7195e-06, 'total': 8.651138540811333e-05}",429228004229873.0,0.0006289400142706162,0.4998024126723044,0.5001975873276956,429228004229873.0,0.0009879366384779598,0.0009389315751434572,4.8946578757172865e-05,0.0005799934355134433,2.301659324979342e-18
9440,9440.0,"{'time': 9440.0, 'dt': 1.0, 'elapsed_time': 9440.0, 'temperature': 300.13313828594056, 'magnetic': 4.9658296261088495e-05, 'laser_power': 0.9991786441273767, 'pressure': 101326.92364292216, 'humidity': 44.8762824448407}","{'white': 6.3833424843134e-05, 'random_walk': 2.1070598582714635e-05, 'flicker': -4.001513831204899e-06, 'laser_phase': 2.7475631602412815e-06, 'qpn': -1.9027622195982285e-14, 'temperature': 2.6627657188112154e-06, 'zeeman': -1.7085186945575383e-09, 'blackbody': 1.43885096475935e-06, 'aging': 4.7200000000000005e-06, 'total': 9.246998090073339e-05}",429228004229873.0,0.0006724634164141767,0.4997887393934043,0.5002112606065956,429228004229873.0,0.0010563030329782674,0.001011471125394495,5.2573556269724754e-05,0.000619889860144452,2.460936897333857e-18
9441,9441.0,"{'time': 9441.0, 'dt': 1.0, 'elapsed_time': 9441.0, 'temperature': 300.111601539409, 'magnetic': 4.956807044677356e-05, 'laser_power': 0.9996167771259773, 'pressure': 101326.94158993891, 'humidity': 44.91112352348568}","{'white': -0.00015164654070741603, 'random_walk': 2.0065829317891885e-05, 'flicker': 3.6928960161099946e-07, 'laser_phase': 1.7959004050468134e-07, 'qpn': 1.9420036525073137e-14, 'temperature': 2.2320307881796e-06, 'zeeman': -2.159647766132208e-09, 'blackbody': 1.2059693572252274e-06, 'aging': 4.7205e-06, 'total': -0.00012287549123034968}",429228004229873.0,0.0004970143689141022,0.49984385833352685,0.500156141666473,429228004229873.0,0.0007807083323654873,0.000868851875963711,4.544259379818555e-05,0.00045157177511591666,1.8188662544659576e-18
9442,9442.0,"{'time': 9442.0, 'dt': 1.0, 'elapsed_time': 9442.0, 'temperature': 300.12644738601006, 'magnetic': 4.947074298458005e-05, 'laser_power': 0.9987423134000852, 'pressure': 101326.48546450741, 'humidity': 44.91898943796354}","{'white': -3.3005682282323375e-06, 'random_walk': 1.8962975829988807e-05, 'flicker': -8.603888054482024e-06, 'laser_phase': -1.3282868873766684e-06, 'qpn': 3.653030968544235e-15, 'temperature': 2.5289477202011313e-06, 'zeeman': -2.6462850770997724e-09, 'blackbody': 1.3664954143825532e-06, 'aging': 4.721e-06, 'total': 1.4344029513057397e-05}",429228004229873.0,0.00046591580462897403,0.4998536282351892,0.5001463717648107,429228004229873.0,0.0007318588240537438,0.0007841855136607725,4.120927568303863e-05,0.0004247065289459354,1.705058423126085e-18
9443,9443.0,"{'time': 9443.0, 'dt': 1.0, 'elapsed_time': 9443.0, 'temperature': 300.114953175253, 'magnetic': 4.958491090184598e-05, 'laser_power': 0.9983051635270699, 'pressure': 101325.62977005508, 'humidity': 44.92064273619531}","{'white': -0.00011835516262482638, 'random_walk': 1.9945877898022147e-05, 'flicker': -1.2743841279143665e-05, 'laser_phase': -2.6291924296558344e-06, 'qpn': 1.9852194626746642e-17, 'temperature': 2.2990635050598486e-06, 'zeeman': -2.0754454907701038e-09, 'blackbody': 1.2422080435870171e-06, 'aging': 4.7215000000000004e-06, 'total': -0.00010552162233242777}",429228004229873.0,0.0003191849066135076,0.49989972510489683,0.5001002748951031,429228004229873.0,0.000501374475515709,0.0006093986796934802,3.2469933984674015e-05,0.00028671497262883357,1.1680842595889852e-18
9444,9444.0,"{'time': 9444.0, 'dt': 1.0, 'elapsed_time': 9444.0, 'temperature': 300.1344071634761, 'magnetic': 4.974661963116796e-05, 'laser_power': 0.9975840067284242, 'pressure': 101326.32901959112, 'humidity': 44.931496545845576}","{'white': 7.607223948536261e-05, 'random_walk': 2.1438438461795724e-05, 'flicker': -1.952844337415169e-05, 'laser_phase': 2.2658728092590745e-06, 'qpn': 5.559998624503981e-15, 'temperature': 2.688143269522243e-06, 'zeeman': -1.2669018441602273e-09, 'blackbody': 1.452573182369137e-06, 'aging': 4.722000000000001e-06, 'total': 8.910955693787294e-05}",429228004229873.0,0.00037582452956670654,0.4998819312429847,0.5001180687570154,429228004229873.0,0.0005903437850766913,0.0005976221071682573,3.1881105358412866e-05,0.0003439434242082937,1.3753617640486773e-18
9445,9445.0,"{'time': 9445.0, 'dt': 1.0, 'elapsed_time': 9445.0, 'temperature': 300.12060114357314, 'magnetic': 4.9822302314558354e-05, 'laser_power': 0.9983824988680476, 'pressure': 101325.4629048804, 'humidity': 44.91132002004706}","{'white': -6.210043295909301e-05, 'random_walk': 2.2119251185050085e-05, 'flicker': -1.079867427628991e-05, 'laser_phase': -2.6723207349748314e-06, 'qpn': -1.2927956928965125e-14, 'temperature': 2.412022871462796e-06, 'zeeman': -8.884884272082402e-10, 'blackbody': 1.3032779714379312e-06, 'aging': 4.7225e-06, 'total': -4.5015264443762097e-05}",429228004229873.0,0.0002989281597645316,0.49990608894948546,0.5000939110505146,429228004229873.0,0.00046955525257283415,0.0005184724381959951,2.7923621909799758e-05,0.0002710045378547318,1.0939529759138546e-18
9446,9446.0,"{'time': 9446.0, 'dt': 1.0, 'elapsed_time': 9446.0, 'temperature': 300.12137568294224, 'magnetic': 4.9890232056435366e-05, 'laser_power': 0.9991933886386422, 'pressure': 101325.49034678614, 'humidity': 44.89848418994362}","{'white': -5.4467505977251524e-05, 'random_walk': 2.274523929818766e-05, 'flicker': -2.418659708691673e-06, 'laser_phase': 1.1681973885383796e-07, 'qpn': -8.765657821496898e-15, 'temperature': 2.4275136588448733e-06, 'zeeman': -5.488397178231844e-10, 'blackbody': 1.3116531214177132e-06, 'aging': 4.723e-06, 'total': -2.5562488717122595e-05}",429228004229873.0,0.00024544204913760925,0.49992289210646024,0.5000771078935397,429228004229873.0,0.00038553946769853686,0.00043631534420307885,2.3815767210153946e-05,0.0002216262819274553,8.982160154957206e-19
9447,9447.0,"{'time': 9447.0, 'dt': 1.0, 'elapsed_time': 9447.0, 'temperature': 300.1312872878077, 'magnetic': 4.987007739873388e-05, 'laser_power': 0.9981489440796135, 'pressure': 101325.73905360031, 'humidity': 44.949798296994274}","{'white': 4.453608267515245e-05, 'random_walk': 2.2510762338103474e-05, 'flicker': -1.3024545008787649e-05, 'laser_phase': 8.228748230036251e-07, 'qpn': 2.95702745097133e-14, 'temperature': 2.6257457561541745e-06, 'zeeman': -6.496130063306059e-10, 'blackbody': 1.4188337429074288e-06, 'aging': 4.723500000000001e-06, 'total': 6.361260474309744e-05}",429228004229873.0,0.00028523888667055273,0.49991038956139144,0.5000896104386084,429228004229873.0,0.000448052193042503,0.0004435691157066627,2.417845578533314e-05,0.00026106043088521956,1.0438559195279083e-18
9448,9448.0,"{'time': 9448.0, 'dt': 1.0, 'elapsed_time': 9448.0, 'temperature': 300.137581890061, 'magnetic': 4.975837563376084e-05, 'laser_power': 0.9985450759402437, 'pressure': 101326.49065625879, 'humidity': 45.07733318595693}","{'white': 0.00010736965191439268, 'random_walk': 2.1354767907993194e-05, 'flicker': -8.686299861799992e-06, 'laser_phase': 2.439475180264603e-06, 'qpn': 7.591851294152645e-14, 'temperature': 2.751637801220568e-06, 'zeeman': -1.2081218311958201e-09, 'blackbody': 1.4869068791353226e-06, 'aging': 4.724e-06, 'total': 0.0001314389317752937}",429228004229873.0,0.00039249936266051326,0.49987669268982254,0.5001233073101774,429228004229873.0,0.0006165365508871423,0.0005504688695950934,2.9523443479754674e-05,0.0003629759191807586,1.4363847298205554e-18
9449,9449.0,"{'time': 9449.0, 'dt': 1.0, 'elapsed_time': 9449.0, 'temperature': 300.13164549284033, 'magnetic': 4.986401046028905e-05, 'laser_power': 0.9981215098071029, 'pressure': 101325.89914336156, 'humidity': 45.12515310579534}","{'white': 4.7893233121267614e-05, 'random_walk': 2.233862886340355e-05, 'flicker': -1.2780793236905343e-05, 'laser_phase': -1.787945905098829e-06, 'qpn': 2.961995013453018e-14, 'temperature': 2.6329098568066913e-06, 'zeeman': -6.799476985547617e-10, 'blackbody': 1.4227074454164505e-06, 'aging': 4.7245e-06, 'total': 6.444256022681153e-05}",429228004229873.0,0.0004274184794075701,0.49986572252612255,0.5001342774738775,429228004229873.0,0.0006713873693874051,0.0006252006123353891,3.326003061676946e-05,0.00039415844879080067,1.5641741982609403e-18
9450,9450.0,"{'time': 9450.0, 'dt': 1.0, 'elapsed_time': 9450.0, 'temperature': 300.1065085652426, 'magnetic': 4.988362500898869e-05, 'laser_power': 0.9989307337766578, 'pressure': 101326.23745363837, 'humidity': 45.15795351072897}","{'white': -0.00020358848273317493, 'random_walk': 2.2493977488486654e-05, 'flicker': -4.349719314114815e-06, 'laser_phase': 1.1341163012737166e-06, 'qpn': 2.1182080229723703e-14, 'temperature': 2.130171304852411e-06, 'zeeman': -5.818749550565472e-10, 'blackbody': 1.1509052296434402e-06, 'aging': 4.7250000000000005e-06, 'total': -0.0001763046135768065}",429228004229873.0,0.00021785383521399416,0.4999315591993873,0.5000684408006126,429228004229873.0,0.0003422040030633122,0.00045029908910427195,2.45149544552136e-05,0.00019333888075878056,7.972546052238589e-19
9451,9451.0,"{'time': 9451.0, 'dt': 1.0, 'elapsed_time': 9451.0, 'temperature': 300.1263839476623, 'magnetic': 4.9846127576938404e-05, 'laser_power': 1.000061584749188, 'pressure': 101326.82952664328, 'humidity': 45.19710728731273}","{'white': -4.947091704077566e-06, 'random_walk': 2.2084090670680335e-05, 'flicker': 6.859129230928866e-06, 'laser_phase': 1.9634056534089308e-06, 'qpn': 2.5387708079004374e-14, 'temperature': 2.5276789532460954e-06, 'zeeman': -7.693621153079936e-10, 'blackbody': 1.365809413744831e-06, 'aging': 4.7255e-06, 'total': 3.457775288120389e-05}",429228004229873.0,0.00022791663363998444,0.4999283978780574,0.5000716021219427,429228004229873.0,0.0003580106097132718,0.00039326167207058967,2.1663083603529487e-05,0.00020625355003645496,8.340802701250109e-19
9452,9452.0,"{'time': 9452.0, 'dt': 1.0, 'elapsed_time': 9452.0, 'temperature': 300.1271683564884, 'magnetic': 4.9792331813119414e-05, 'laser_power': 1.0005983231515163, 'pressure': 101326.63949454231, 'humidity': 45.19710043977629}","{'white': 2.7845700991984247e-06, 'random_walk': 2.1499971305571898e-05, 'flicker': 1.157139270571285e-05, 'laser_phase': -4.884196808073734e-07, 'qpn': 2.3611789258925737e-15, 'temperature': 2.5433671297685127e-06, 'zeeman': -1.0383409344029415e-09, 'blackbody': 1.3742917735940933e-06, 'aging': 4.726e-06, 'total': 4.4010134994465185e-05}",429228004229873.0,0.00025026368503092014,0.49992137734488856,0.5000786226551114,429228004229873.0,0.0003931132755570499,0.0003931699579814101,2.1658497899070506e-05,0.00022860518713184965,9.15861201233548e-19
9453,9453.0,"{'time': 9453.0, 'dt': 1.0, 'elapsed_time': 9453.0, 'temperature': 300.13305806668245, 'magnetic': 4.981950851990237e-05, 'laser_power': 1.001343404271882, 'pressure': 101325.94672673562, 'humidity': 45.19652525960246}","{'white': 6.156925229146774e-05, 'random_walk': 2.1709437917337255e-05, 'flicker': 1.8164226214557866e-05, 'laser_phase': -2.1007749527468044e-06, 'qpn': 2.0200971730164092e-15, 'temperature': 2.6611613336490338e-06, 'zeeman': -9.02457400488178e-10, 'blackbody': 1.4379834431401253e-06, 'aging': 4.7265e-06, 'total': 0.00010816688379202483}",429228004229873.0,0.00033677207092387446,0.4998941999343946,0.5001058000656055,429228004229873.0,0.0005290003280271349,0.00047711774337414365,2.5855887168707186e-05,0.0003109161837551673,1.2324459793257778e-18
